0.8105400	-0.0033500
0.8197200	-0.0019100
0.8287300	-0.0005500
0.8375700	0.0007600
0.8462300	0.0019800
0.8547000	0.0031200
0.8629900	0.0041900
0.8710800	0.0051500
0.8789800	0.0060300
0.8866700	0.0068000
0.8941600	0.0074800
0.9014400	0.0080400
0.9085000	0.0084900
0.9153500	0.0088500
0.9219800	0.0090900
0.9283800	0.0092200
0.9345500	0.0092500
0.9405000	0.0091800
0.9462100	0.0090100
0.9516800	0.0087500
0.9569000	0.0084000
0.9618900	0.0079700
0.9666300	0.0074700
0.9711200	0.0069000
0.9753600	0.0062800
0.9793500	0.0056000
0.9830800	0.0048900
0.9865500	0.0041300
0.9897700	0.0033400
0.9927200	0.0025400
0.9954100	0.0017100
0.9978400	0.0008800
1.0000000	0.0000000
