"Inner_Iter",    "rms[Rho]"    ,       "CD"       ,       "CL"       ,       "CMz"      
       22952,      -7.517716584,      0.0599466986,      0.4312081857,      0.1267568783
       22953,      -7.517789097,     0.05994669874,      0.4312081845,       0.126756878
       22954,      -7.517861607,     0.05994669889,      0.4312081832,      0.1267568776
       22955,      -7.517934116,     0.05994669903,      0.4312081819,      0.1267568773
       22956,      -7.518006622,     0.05994669918,      0.4312081806,      0.1267568769
       22957,      -7.518079127,     0.05994669932,      0.4312081793,      0.1267568766
       22958,      -7.518151629,     0.05994669947,       0.431208178,      0.1267568763
       22959,      -7.518224129,     0.05994669961,      0.4312081767,      0.1267568759
       22960,      -7.518296627,     0.05994669976,      0.4312081754,      0.1267568756
       22961,      -7.518369123,      0.0599466999,      0.4312081741,      0.1267568753
       22962,      -7.518441617,     0.05994670005,      0.4312081728,      0.1267568749
       22963,      -7.518514108,     0.05994670019,      0.4312081716,      0.1267568746
       22964,      -7.518586598,     0.05994670034,      0.4312081703,      0.1267568743
       22965,      -7.518659085,     0.05994670048,       0.431208169,      0.1267568739
       22966,       -7.51873157,     0.05994670062,      0.4312081677,      0.1267568736
       22967,      -7.518804054,     0.05994670077,      0.4312081664,      0.1267568733
       22968,      -7.518876535,     0.05994670091,      0.4312081651,      0.1267568729
       22969,      -7.518949014,     0.05994670106,      0.4312081639,      0.1267568726
       22970,       -7.51902149,      0.0599467012,      0.4312081626,      0.1267568723
       22971,      -7.519093965,     0.05994670135,      0.4312081613,      0.1267568719
       22972,      -7.519166438,     0.05994670149,        0.43120816,      0.1267568716
       22973,      -7.519238908,     0.05994670164,      0.4312081587,      0.1267568713
       22974,      -7.519311377,     0.05994670178,      0.4312081575,      0.1267568709
       22975,      -7.519383843,     0.05994670193,      0.4312081562,      0.1267568706
       22976,      -7.519456307,     0.05994670207,      0.4312081549,      0.1267568703
       22977,      -7.519528769,     0.05994670222,      0.4312081536,      0.1267568699
       22978,      -7.519601229,     0.05994670236,      0.4312081523,      0.1267568696
       22979,      -7.519673687,     0.05994670251,      0.4312081511,      0.1267568693
       22980,      -7.519746142,     0.05994670265,      0.4312081498,      0.1267568689
       22981,      -7.519818596,      0.0599467028,      0.4312081485,      0.1267568686
       22982,      -7.519891048,     0.05994670294,      0.4312081473,      0.1267568683
       22983,      -7.519963497,     0.05994670308,       0.431208146,      0.1267568679
       22984,      -7.520035944,     0.05994670323,      0.4312081447,      0.1267568676
       22985,      -7.520108389,     0.05994670337,      0.4312081434,      0.1267568673
       22986,      -7.520180832,     0.05994670352,      0.4312081422,      0.1267568669
       22987,      -7.520253273,     0.05994670366,      0.4312081409,      0.1267568666
       22988,      -7.520325712,     0.05994670381,      0.4312081396,      0.1267568663
       22989,      -7.520398149,     0.05994670395,      0.4312081384,       0.126756866
       22990,      -7.520470583,      0.0599467041,      0.4312081371,      0.1267568656
       22991,      -7.520543016,     0.05994670424,      0.4312081358,      0.1267568653
       22992,      -7.520615446,     0.05994670439,      0.4312081346,       0.126756865
       22993,      -7.520687874,     0.05994670453,      0.4312081333,      0.1267568646
       22994,        -7.5207603,     0.05994670468,       0.431208132,      0.1267568643
       22995,      -7.520832724,     0.05994670482,      0.4312081308,       0.126756864
       22996,      -7.520905146,     0.05994670497,      0.4312081295,      0.1267568637
       22997,      -7.520977566,     0.05994670511,      0.4312081282,      0.1267568633
       22998,      -7.521049984,     0.05994670526,       0.431208127,       0.126756863
       22999,      -7.521122399,      0.0599467054,      0.4312081257,      0.1267568627
       23000,      -7.521194813,     0.05994670555,      0.4312081245,      0.1267568624
       23001,      -7.521267224,     0.05994670569,      0.4312081232,       0.126756862
       23002,      -7.521339633,     0.05994670584,      0.4312081219,      0.1267568617
       23003,       -7.52141204,     0.05994670598,      0.4312081207,      0.1267568614
       23004,      -7.521484445,     0.05994670613,      0.4312081194,       0.126756861
       23005,      -7.521556848,     0.05994670627,      0.4312081182,      0.1267568607
       23006,      -7.521629249,     0.05994670642,      0.4312081169,      0.1267568604
       23007,      -7.521701648,     0.05994670656,      0.4312081157,      0.1267568601
       23008,      -7.521774044,     0.05994670671,      0.4312081144,      0.1267568597
       23009,      -7.521846439,     0.05994670685,      0.4312081132,      0.1267568594
       23010,      -7.521918831,       0.059946707,      0.4312081119,      0.1267568591
       23011,      -7.521991221,     0.05994670714,      0.4312081106,      0.1267568588
       23012,       -7.52206361,     0.05994670729,      0.4312081094,      0.1267568584
       23013,      -7.522135996,     0.05994670743,      0.4312081081,      0.1267568581
       23014,      -7.522208379,     0.05994670758,      0.4312081069,      0.1267568578
       23015,      -7.522280761,     0.05994670772,      0.4312081056,      0.1267568575
       23016,      -7.522353141,     0.05994670787,      0.4312081044,      0.1267568572
       23017,      -7.522425519,     0.05994670801,      0.4312081031,      0.1267568568
       23018,      -7.522497894,     0.05994670816,      0.4312081019,      0.1267568565
       23019,      -7.522570267,      0.0599467083,      0.4312081006,      0.1267568562
       23020,      -7.522642639,     0.05994670845,      0.4312080994,      0.1267568559
       23021,      -7.522715008,     0.05994670859,      0.4312080982,      0.1267568555
       23022,      -7.522787375,     0.05994670874,      0.4312080969,      0.1267568552
       23023,       -7.52285974,     0.05994670888,      0.4312080957,      0.1267568549
       23024,      -7.522932102,     0.05994670903,      0.4312080944,      0.1267568546
       23025,      -7.523004463,     0.05994670917,      0.4312080932,      0.1267568543
       23026,      -7.523076822,     0.05994670932,      0.4312080919,      0.1267568539
       23027,      -7.523149178,     0.05994670946,      0.4312080907,      0.1267568536
       23028,      -7.523221533,     0.05994670961,      0.4312080895,      0.1267568533
       23029,      -7.523293885,     0.05994670975,      0.4312080882,       0.126756853
       23030,      -7.523366235,      0.0599467099,       0.431208087,      0.1267568527
       23031,      -7.523438583,     0.05994671004,      0.4312080857,      0.1267568523
       23032,      -7.523510929,     0.05994671019,      0.4312080845,       0.126756852
       23033,      -7.523583273,     0.05994671033,      0.4312080833,      0.1267568517
       23034,      -7.523655615,     0.05994671048,       0.431208082,      0.1267568514
       23035,      -7.523727954,     0.05994671062,      0.4312080808,      0.1267568511
       23036,      -7.523800292,     0.05994671077,      0.4312080796,      0.1267568507
       23037,      -7.523872627,     0.05994671091,      0.4312080783,      0.1267568504
       23038,      -7.523944961,     0.05994671106,      0.4312080771,      0.1267568501
       23039,      -7.524017292,      0.0599467112,      0.4312080759,      0.1267568498
       23040,      -7.524089621,     0.05994671135,      0.4312080746,      0.1267568495
       23041,      -7.524161948,     0.05994671149,      0.4312080734,      0.1267568491
       23042,      -7.524234273,     0.05994671164,      0.4312080722,      0.1267568488
       23043,      -7.524306595,     0.05994671178,      0.4312080709,      0.1267568485
       23044,      -7.524378916,     0.05994671193,      0.4312080697,      0.1267568482
       23045,      -7.524451235,     0.05994671207,      0.4312080685,      0.1267568479
       23046,      -7.524523551,     0.05994671222,      0.4312080672,      0.1267568476
       23047,      -7.524595866,     0.05994671236,       0.431208066,      0.1267568472
       23048,      -7.524668178,     0.05994671251,      0.4312080648,      0.1267568469
       23049,      -7.524740488,     0.05994671265,      0.4312080636,      0.1267568466
       23050,      -7.524812796,      0.0599467128,      0.4312080623,      0.1267568463
       23051,      -7.524885102,     0.05994671294,      0.4312080611,       0.126756846
       23052,      -7.524957406,     0.05994671309,      0.4312080599,      0.1267568457
       23053,      -7.525029707,     0.05994671323,      0.4312080587,      0.1267568454
       23054,      -7.525102007,     0.05994671338,      0.4312080574,       0.126756845
       23055,      -7.525174304,     0.05994671352,      0.4312080562,      0.1267568447
       23056,        -7.5252466,     0.05994671367,       0.431208055,      0.1267568444
       23057,      -7.525318893,     0.05994671381,      0.4312080538,      0.1267568441
       23058,      -7.525391184,     0.05994671396,      0.4312080526,      0.1267568438
       23059,      -7.525463473,      0.0599467141,      0.4312080513,      0.1267568435
       23060,       -7.52553576,     0.05994671425,      0.4312080501,      0.1267568432
       23061,      -7.525608045,      0.0599467144,      0.4312080489,      0.1267568428
       23062,      -7.525680328,     0.05994671454,      0.4312080477,      0.1267568425
       23063,      -7.525752609,     0.05994671469,      0.4312080465,      0.1267568422
       23064,      -7.525824887,     0.05994671483,      0.4312080453,      0.1267568419
       23065,      -7.525897164,     0.05994671498,       0.431208044,      0.1267568416
       23066,      -7.525969438,     0.05994671512,      0.4312080428,      0.1267568413
       23067,       -7.52604171,     0.05994671527,      0.4312080416,       0.126756841
       23068,       -7.52611398,     0.05994671541,      0.4312080404,      0.1267568407
       23069,      -7.526186248,     0.05994671556,      0.4312080392,      0.1267568404
       23070,      -7.526258514,      0.0599467157,       0.431208038,        0.12675684
       23071,      -7.526330778,     0.05994671585,      0.4312080368,      0.1267568397
       23072,       -7.52640304,     0.05994671599,      0.4312080356,      0.1267568394
       23073,      -7.526475299,     0.05994671614,      0.4312080343,      0.1267568391
       23074,      -7.526547557,     0.05994671628,      0.4312080331,      0.1267568388
       23075,      -7.526619812,     0.05994671643,      0.4312080319,      0.1267568385
       23076,      -7.526692066,     0.05994671657,      0.4312080307,      0.1267568382
       23077,      -7.526764317,     0.05994671672,      0.4312080295,      0.1267568379
       23078,      -7.526836566,     0.05994671686,      0.4312080283,      0.1267568376
       23079,      -7.526908813,     0.05994671701,      0.4312080271,      0.1267568373
       23080,      -7.526981058,     0.05994671716,      0.4312080259,      0.1267568369
       23081,      -7.527053301,      0.0599467173,      0.4312080247,      0.1267568366
       23082,      -7.527125541,     0.05994671745,      0.4312080235,      0.1267568363
       23083,       -7.52719778,     0.05994671759,      0.4312080223,       0.126756836
       23084,      -7.527270016,     0.05994671774,      0.4312080211,      0.1267568357
       23085,      -7.527342251,     0.05994671788,      0.4312080199,      0.1267568354
       23086,      -7.527414483,     0.05994671803,      0.4312080187,      0.1267568351
       23087,      -7.527486713,     0.05994671817,      0.4312080175,      0.1267568348
       23088,      -7.527558941,     0.05994671832,      0.4312080163,      0.1267568345
       23089,      -7.527631167,     0.05994671846,      0.4312080151,      0.1267568342
       23090,      -7.527703391,     0.05994671861,      0.4312080139,      0.1267568339
       23091,      -7.527775613,     0.05994671875,      0.4312080127,      0.1267568336
       23092,      -7.527847833,      0.0599467189,      0.4312080115,      0.1267568333
       23093,       -7.52792005,     0.05994671905,      0.4312080103,      0.1267568329
       23094,      -7.527992266,     0.05994671919,      0.4312080091,      0.1267568326
       23095,      -7.528064479,     0.05994671934,      0.4312080079,      0.1267568323
       23096,       -7.52813669,     0.05994671948,      0.4312080067,       0.126756832
       23097,      -7.528208899,     0.05994671963,      0.4312080055,      0.1267568317
       23098,      -7.528281106,     0.05994671977,      0.4312080043,      0.1267568314
       23099,      -7.528353311,     0.05994671992,      0.4312080031,      0.1267568311
       23100,      -7.528425514,     0.05994672006,      0.4312080019,      0.1267568308
       23101,      -7.528497715,     0.05994672021,      0.4312080008,      0.1267568305
       23102,      -7.528569914,     0.05994672035,      0.4312079996,      0.1267568302
       23103,       -7.52864211,      0.0599467205,      0.4312079984,      0.1267568299
       23104,      -7.528714305,     0.05994672065,      0.4312079972,      0.1267568296
       23105,      -7.528786497,     0.05994672079,       0.431207996,      0.1267568293
       23106,      -7.528858687,     0.05994672094,      0.4312079948,       0.126756829
       23107,      -7.528930875,     0.05994672108,      0.4312079936,      0.1267568287
       23108,      -7.529003061,     0.05994672123,      0.4312079924,      0.1267568284
       23109,      -7.529075245,     0.05994672137,      0.4312079913,      0.1267568281
       23110,      -7.529147427,     0.05994672152,      0.4312079901,      0.1267568278
       23111,      -7.529219607,     0.05994672166,      0.4312079889,      0.1267568275
       23112,      -7.529291785,     0.05994672181,      0.4312079877,      0.1267568272
       23113,       -7.52936396,     0.05994672196,      0.4312079865,      0.1267568269
       23114,      -7.529436134,      0.0599467221,      0.4312079853,      0.1267568266
       23115,      -7.529508305,     0.05994672225,      0.4312079842,      0.1267568263
       23116,      -7.529580474,     0.05994672239,       0.431207983,       0.126756826
       23117,      -7.529652641,     0.05994672254,      0.4312079818,      0.1267568257
       23118,      -7.529724807,     0.05994672268,      0.4312079806,      0.1267568254
       23119,       -7.52979697,     0.05994672283,      0.4312079794,      0.1267568251
       23120,       -7.52986913,     0.05994672297,      0.4312079783,      0.1267568248
       23121,      -7.529941289,     0.05994672312,      0.4312079771,      0.1267568245
       23122,      -7.530013446,     0.05994672327,      0.4312079759,      0.1267568242
       23123,        -7.5300856,     0.05994672341,      0.4312079747,      0.1267568239
       23124,      -7.530157753,     0.05994672356,      0.4312079736,      0.1267568236
       23125,      -7.530229903,      0.0599467237,      0.4312079724,      0.1267568233
       23126,      -7.530302051,     0.05994672385,      0.4312079712,       0.126756823
       23127,      -7.530374198,     0.05994672399,        0.43120797,      0.1267568227
       23128,      -7.530446342,     0.05994672414,      0.4312079689,      0.1267568224
       23129,      -7.530518484,     0.05994672428,      0.4312079677,      0.1267568221
       23130,      -7.530590624,     0.05994672443,      0.4312079665,      0.1267568218
       23131,      -7.530662761,     0.05994672458,      0.4312079654,      0.1267568215
       23132,      -7.530734897,     0.05994672472,      0.4312079642,      0.1267568212
       23133,      -7.530807031,     0.05994672487,       0.431207963,      0.1267568209
       23134,      -7.530879162,     0.05994672501,      0.4312079618,      0.1267568206
       23135,      -7.530951292,     0.05994672516,      0.4312079607,      0.1267568203
       23136,      -7.531023419,      0.0599467253,      0.4312079595,        0.12675682
       23137,      -7.531095544,     0.05994672545,      0.4312079583,      0.1267568197
       23138,      -7.531167667,      0.0599467256,      0.4312079572,      0.1267568194
       23139,      -7.531239788,     0.05994672574,       0.431207956,      0.1267568191
       23140,      -7.531311907,     0.05994672589,      0.4312079549,      0.1267568188
       23141,      -7.531384024,     0.05994672603,      0.4312079537,      0.1267568185
       23142,      -7.531456139,     0.05994672618,      0.4312079525,      0.1267568182
       23143,      -7.531528251,     0.05994672632,      0.4312079514,      0.1267568179
       23144,      -7.531600362,     0.05994672647,      0.4312079502,      0.1267568176
       23145,       -7.53167247,     0.05994672662,       0.431207949,      0.1267568174
       23146,      -7.531744577,     0.05994672676,      0.4312079479,      0.1267568171
       23147,      -7.531816681,     0.05994672691,      0.4312079467,      0.1267568168
       23148,      -7.531888783,     0.05994672705,      0.4312079456,      0.1267568165
       23149,      -7.531960883,      0.0599467272,      0.4312079444,      0.1267568162
       23150,      -7.532032981,     0.05994672734,      0.4312079432,      0.1267568159
       23151,      -7.532105077,     0.05994672749,      0.4312079421,      0.1267568156
       23152,      -7.532177171,     0.05994672764,      0.4312079409,      0.1267568153
       23153,      -7.532249262,     0.05994672778,      0.4312079398,       0.126756815
       23154,      -7.532321352,     0.05994672793,      0.4312079386,      0.1267568147
       23155,      -7.532393439,     0.05994672807,      0.4312079375,      0.1267568144
       23156,      -7.532465525,     0.05994672822,      0.4312079363,      0.1267568141
       23157,      -7.532537608,     0.05994672836,      0.4312079352,      0.1267568138
       23158,      -7.532609689,     0.05994672851,       0.431207934,      0.1267568135
       23159,      -7.532681768,     0.05994672866,      0.4312079329,      0.1267568133
       23160,      -7.532753845,      0.0599467288,      0.4312079317,       0.126756813
       23161,       -7.53282592,     0.05994672895,      0.4312079306,      0.1267568127
       23162,      -7.532897993,     0.05994672909,      0.4312079294,      0.1267568124
       23163,      -7.532970064,     0.05994672924,      0.4312079283,      0.1267568121
       23164,      -7.533042132,     0.05994672938,      0.4312079271,      0.1267568118
       23165,      -7.533114199,     0.05994672953,       0.431207926,      0.1267568115
       23166,      -7.533186263,     0.05994672968,      0.4312079248,      0.1267568112
       23167,      -7.533258326,     0.05994672982,      0.4312079237,      0.1267568109
       23168,      -7.533330386,     0.05994672997,      0.4312079225,      0.1267568106
       23169,      -7.533402444,     0.05994673011,      0.4312079214,      0.1267568104
       23170,        -7.5334745,     0.05994673026,      0.4312079202,      0.1267568101
       23171,      -7.533546554,     0.05994673041,      0.4312079191,      0.1267568098
       23172,      -7.533618606,     0.05994673055,       0.431207918,      0.1267568095
       23173,      -7.533690656,      0.0599467307,      0.4312079168,      0.1267568092
       23174,      -7.533762704,     0.05994673084,      0.4312079157,      0.1267568089
       23175,      -7.533834749,     0.05994673099,      0.4312079145,      0.1267568086
       23176,      -7.533906793,     0.05994673113,      0.4312079134,      0.1267568083
       23177,      -7.533978834,     0.05994673128,      0.4312079122,       0.126756808
       23178,      -7.534050874,     0.05994673143,      0.4312079111,      0.1267568078
       23179,      -7.534122911,     0.05994673157,        0.43120791,      0.1267568075
       23180,      -7.534194946,     0.05994673172,      0.4312079088,      0.1267568072
       23181,      -7.534266979,     0.05994673186,      0.4312079077,      0.1267568069
       23182,       -7.53433901,     0.05994673201,      0.4312079066,      0.1267568066
       23183,      -7.534411039,     0.05994673216,      0.4312079054,      0.1267568063
       23184,      -7.534483066,      0.0599467323,      0.4312079043,       0.126756806
       23185,      -7.534555091,     0.05994673245,      0.4312079032,      0.1267568058
       23186,      -7.534627113,     0.05994673259,       0.431207902,      0.1267568055
       23187,      -7.534699134,     0.05994673274,      0.4312079009,      0.1267568052
       23188,      -7.534771152,     0.05994673289,      0.4312078998,      0.1267568049
       23189,      -7.534843168,     0.05994673303,      0.4312078986,      0.1267568046
       23190,      -7.534915183,     0.05994673318,      0.4312078975,      0.1267568043
       23191,      -7.534987195,     0.05994673332,      0.4312078964,       0.126756804
       23192,      -7.535059205,     0.05994673347,      0.4312078952,      0.1267568038
       23193,      -7.535131213,     0.05994673362,      0.4312078941,      0.1267568035
       23194,      -7.535203219,     0.05994673376,       0.431207893,      0.1267568032
       23195,      -7.535275223,     0.05994673391,      0.4312078919,      0.1267568029
       23196,      -7.535347224,     0.05994673405,      0.4312078907,      0.1267568026
       23197,      -7.535419224,      0.0599467342,      0.4312078896,      0.1267568023
       23198,      -7.535491222,     0.05994673435,      0.4312078885,      0.1267568021
       23199,      -7.535563217,     0.05994673449,      0.4312078874,      0.1267568018
       23200,       -7.53563521,     0.05994673464,      0.4312078862,      0.1267568015
       23201,      -7.535707201,     0.05994673478,      0.4312078851,      0.1267568012
       23202,      -7.535779191,     0.05994673493,       0.431207884,      0.1267568009
       23203,      -7.535851178,     0.05994673507,      0.4312078829,      0.1267568007
       23204,      -7.535923163,     0.05994673522,      0.4312078817,      0.1267568004
       23205,      -7.535995146,     0.05994673537,      0.4312078806,      0.1267568001
       23206,      -7.536067126,     0.05994673551,      0.4312078795,      0.1267567998
       23207,      -7.536139105,     0.05994673566,      0.4312078784,      0.1267567995
       23208,      -7.536211082,     0.05994673581,      0.4312078773,      0.1267567992
       23209,      -7.536283056,     0.05994673595,      0.4312078761,       0.126756799
       23210,      -7.536355029,      0.0599467361,       0.431207875,      0.1267567987
       23211,      -7.536426999,     0.05994673624,      0.4312078739,      0.1267567984
       23212,      -7.536498968,     0.05994673639,      0.4312078728,      0.1267567981
       23213,      -7.536570934,     0.05994673654,      0.4312078717,      0.1267567978
       23214,      -7.536642898,     0.05994673668,      0.4312078706,      0.1267567976
       23215,       -7.53671486,     0.05994673683,      0.4312078694,      0.1267567973
       23216,       -7.53678682,     0.05994673697,      0.4312078683,       0.126756797
       23217,      -7.536858778,     0.05994673712,      0.4312078672,      0.1267567967
       23218,      -7.536930733,     0.05994673727,      0.4312078661,      0.1267567964
       23219,      -7.537002687,     0.05994673741,       0.431207865,      0.1267567962
       23220,      -7.537074639,     0.05994673756,      0.4312078639,      0.1267567959
       23221,      -7.537146588,      0.0599467377,      0.4312078628,      0.1267567956
       23222,      -7.537218536,     0.05994673785,      0.4312078617,      0.1267567953
       23223,      -7.537290481,       0.059946738,      0.4312078606,      0.1267567951
       23224,      -7.537362424,     0.05994673814,      0.4312078594,      0.1267567948
       23225,      -7.537434365,     0.05994673829,      0.4312078583,      0.1267567945
       23226,      -7.537506304,     0.05994673843,      0.4312078572,      0.1267567942
       23227,      -7.537578241,     0.05994673858,      0.4312078561,       0.126756794
       23228,      -7.537650176,     0.05994673873,       0.431207855,      0.1267567937
       23229,      -7.537722109,     0.05994673887,      0.4312078539,      0.1267567934
       23230,       -7.53779404,     0.05994673902,      0.4312078528,      0.1267567931
       23231,      -7.537865968,     0.05994673917,      0.4312078517,      0.1267567928
       23232,      -7.537937895,     0.05994673931,      0.4312078506,      0.1267567926
       23233,      -7.538009819,     0.05994673946,      0.4312078495,      0.1267567923
       23234,      -7.538081742,      0.0599467396,      0.4312078484,       0.126756792
       23235,      -7.538153662,     0.05994673975,      0.4312078473,      0.1267567917
       23236,       -7.53822558,      0.0599467399,      0.4312078462,      0.1267567915
       23237,      -7.538297496,     0.05994674004,      0.4312078451,      0.1267567912
       23238,       -7.53836941,     0.05994674019,       0.431207844,      0.1267567909
       23239,      -7.538441322,     0.05994674033,      0.4312078429,      0.1267567906
       23240,      -7.538513232,     0.05994674048,      0.4312078418,      0.1267567904
       23241,       -7.53858514,     0.05994674063,      0.4312078407,      0.1267567901
       23242,      -7.538657046,     0.05994674077,      0.4312078396,      0.1267567898
       23243,      -7.538728949,     0.05994674092,      0.4312078385,      0.1267567896
       23244,      -7.538800851,     0.05994674107,      0.4312078374,      0.1267567893
       23245,       -7.53887275,     0.05994674121,      0.4312078363,       0.126756789
       23246,      -7.538944648,     0.05994674136,      0.4312078352,      0.1267567887
       23247,      -7.539016543,      0.0599467415,      0.4312078341,      0.1267567885
       23248,      -7.539088436,     0.05994674165,       0.431207833,      0.1267567882
       23249,      -7.539160327,      0.0599467418,       0.431207832,      0.1267567879
       23250,      -7.539232216,     0.05994674194,      0.4312078309,      0.1267567876
       23251,      -7.539304103,     0.05994674209,      0.4312078298,      0.1267567874
       23252,      -7.539375988,     0.05994674224,      0.4312078287,      0.1267567871
       23253,      -7.539447871,     0.05994674238,      0.4312078276,      0.1267567868
       23254,      -7.539519751,     0.05994674253,      0.4312078265,      0.1267567866
       23255,       -7.53959163,     0.05994674267,      0.4312078254,      0.1267567863
       23256,      -7.539663507,     0.05994674282,      0.4312078243,       0.126756786
       23257,      -7.539735381,     0.05994674297,      0.4312078232,      0.1267567858
       23258,      -7.539807253,     0.05994674311,      0.4312078222,      0.1267567855
       23259,      -7.539879124,     0.05994674326,      0.4312078211,      0.1267567852
       23260,      -7.539950992,     0.05994674341,        0.43120782,      0.1267567849
       23261,      -7.540022858,     0.05994674355,      0.4312078189,      0.1267567847
       23262,      -7.540094722,      0.0599467437,      0.4312078178,      0.1267567844
       23263,      -7.540166584,     0.05994674384,      0.4312078167,      0.1267567841
       23264,      -7.540238444,     0.05994674399,      0.4312078157,      0.1267567839
       23265,      -7.540310302,     0.05994674414,      0.4312078146,      0.1267567836
       23266,      -7.540382157,     0.05994674428,      0.4312078135,      0.1267567833
       23267,      -7.540454011,     0.05994674443,      0.4312078124,      0.1267567831
       23268,      -7.540525862,     0.05994674458,      0.4312078113,      0.1267567828
       23269,      -7.540597712,     0.05994674472,      0.4312078102,      0.1267567825
       23270,      -7.540669559,     0.05994674487,      0.4312078092,      0.1267567823
       23271,      -7.540741405,     0.05994674501,      0.4312078081,       0.126756782
       23272,      -7.540813248,     0.05994674516,       0.431207807,      0.1267567817
       23273,      -7.540885089,     0.05994674531,      0.4312078059,      0.1267567815
       23274,      -7.540956928,     0.05994674545,      0.4312078049,      0.1267567812
       23275,      -7.541028765,      0.0599467456,      0.4312078038,      0.1267567809
       23276,        -7.5411006,     0.05994674575,      0.4312078027,      0.1267567807
       23277,      -7.541172433,     0.05994674589,      0.4312078016,      0.1267567804
       23278,      -7.541244263,     0.05994674604,      0.4312078006,      0.1267567801
       23279,      -7.541316092,     0.05994674619,      0.4312077995,      0.1267567799
       23280,      -7.541387919,     0.05994674633,      0.4312077984,      0.1267567796
       23281,      -7.541459743,     0.05994674648,      0.4312077974,      0.1267567793
       23282,      -7.541531566,     0.05994674662,      0.4312077963,      0.1267567791
       23283,      -7.541603386,     0.05994674677,      0.4312077952,      0.1267567788
       23284,      -7.541675204,     0.05994674692,      0.4312077941,      0.1267567785
       23285,       -7.54174702,     0.05994674706,      0.4312077931,      0.1267567783
       23286,      -7.541818835,     0.05994674721,       0.431207792,       0.126756778
       23287,      -7.541890646,     0.05994674736,      0.4312077909,      0.1267567777
       23288,      -7.541962456,      0.0599467475,      0.4312077899,      0.1267567775
       23289,      -7.542034264,     0.05994674765,      0.4312077888,      0.1267567772
       23290,       -7.54210607,      0.0599467478,      0.4312077877,      0.1267567769
       23291,      -7.542177874,     0.05994674794,      0.4312077867,      0.1267567767
       23292,      -7.542249675,     0.05994674809,      0.4312077856,      0.1267567764
       23293,      -7.542321475,     0.05994674823,      0.4312077845,      0.1267567762
       23294,      -7.542393272,     0.05994674838,      0.4312077835,      0.1267567759
       23295,      -7.542465068,     0.05994674853,      0.4312077824,      0.1267567756
       23296,      -7.542536861,     0.05994674867,      0.4312077814,      0.1267567754
       23297,      -7.542608652,     0.05994674882,      0.4312077803,      0.1267567751
       23298,      -7.542680441,     0.05994674897,      0.4312077792,      0.1267567748
       23299,      -7.542752228,     0.05994674911,      0.4312077782,      0.1267567746
       23300,      -7.542824013,     0.05994674926,      0.4312077771,      0.1267567743
       23301,      -7.542895796,     0.05994674941,      0.4312077761,      0.1267567741
       23302,      -7.542967577,     0.05994674955,       0.431207775,      0.1267567738
       23303,      -7.543039356,      0.0599467497,      0.4312077739,      0.1267567735
       23304,      -7.543111133,     0.05994674985,      0.4312077729,      0.1267567733
       23305,      -7.543182907,     0.05994674999,      0.4312077718,       0.126756773
       23306,       -7.54325468,     0.05994675014,      0.4312077708,      0.1267567728
       23307,       -7.54332645,     0.05994675029,      0.4312077697,      0.1267567725
       23308,      -7.543398219,     0.05994675043,      0.4312077687,      0.1267567722
       23309,      -7.543469985,     0.05994675058,      0.4312077676,       0.126756772
       23310,      -7.543541749,     0.05994675072,      0.4312077666,      0.1267567717
       23311,      -7.543613511,     0.05994675087,      0.4312077655,      0.1267567715
       23312,      -7.543685271,     0.05994675102,      0.4312077645,      0.1267567712
       23313,      -7.543757029,     0.05994675116,      0.4312077634,      0.1267567709
       23314,      -7.543828785,     0.05994675131,      0.4312077624,      0.1267567707
       23315,      -7.543900539,     0.05994675146,      0.4312077613,      0.1267567704
       23316,      -7.543972291,      0.0599467516,      0.4312077603,      0.1267567702
       23317,      -7.544044041,     0.05994675175,      0.4312077592,      0.1267567699
       23318,      -7.544115788,      0.0599467519,      0.4312077582,      0.1267567697
       23319,      -7.544187534,     0.05994675204,      0.4312077571,      0.1267567694
       23320,      -7.544259277,     0.05994675219,      0.4312077561,      0.1267567691
       23321,      -7.544331019,     0.05994675234,       0.431207755,      0.1267567689
       23322,      -7.544402758,     0.05994675248,       0.431207754,      0.1267567686
       23323,      -7.544474495,     0.05994675263,      0.4312077529,      0.1267567684
       23324,       -7.54454623,     0.05994675278,      0.4312077519,      0.1267567681
       23325,      -7.544617963,     0.05994675292,      0.4312077509,      0.1267567679
       23326,      -7.544689694,     0.05994675307,      0.4312077498,      0.1267567676
       23327,      -7.544761423,     0.05994675322,      0.4312077488,      0.1267567674
       23328,       -7.54483315,     0.05994675336,      0.4312077477,      0.1267567671
       23329,      -7.544904875,     0.05994675351,      0.4312077467,      0.1267567668
       23330,      -7.544976598,     0.05994675366,      0.4312077456,      0.1267567666
       23331,      -7.545048318,      0.0599467538,      0.4312077446,      0.1267567663
       23332,      -7.545120037,     0.05994675395,      0.4312077436,      0.1267567661
       23333,      -7.545191753,      0.0599467541,      0.4312077425,      0.1267567658
       23334,      -7.545263468,     0.05994675424,      0.4312077415,      0.1267567656
       23335,       -7.54533518,     0.05994675439,      0.4312077405,      0.1267567653
       23336,       -7.54540689,     0.05994675453,      0.4312077394,      0.1267567651
       23337,      -7.545478598,     0.05994675468,      0.4312077384,      0.1267567648
       23338,      -7.545550305,     0.05994675483,      0.4312077373,      0.1267567646
       23339,      -7.545622009,     0.05994675497,      0.4312077363,      0.1267567643
       23340,      -7.545693711,     0.05994675512,      0.4312077353,       0.126756764
