"Inner_Iter",    "rms[Rho]"    ,       "CD"       ,       "CL"       ,       "CMz"      
       15392,      -6.908750395,     0.05994682945,      0.4312658051,      0.1267755094
       15393,      -6.908838129,     0.05994682905,      0.4312657856,      0.1267755029
       15394,       -6.90892586,     0.05994682866,      0.4312657661,      0.1267754964
       15395,       -6.90901359,     0.05994682826,      0.4312657466,      0.1267754899
       15396,      -6.909101317,     0.05994682787,      0.4312657271,      0.1267754834
       15397,      -6.909189042,     0.05994682747,      0.4312657077,      0.1267754769
       15398,      -6.909276764,     0.05994682708,      0.4312656882,      0.1267754704
       15399,      -6.909364485,     0.05994682668,      0.4312656687,      0.1267754639
       15400,      -6.909452203,     0.05994682629,      0.4312656493,      0.1267754575
       15401,      -6.909539919,      0.0599468259,      0.4312656298,       0.126775451
       15402,      -6.909627632,      0.0599468255,      0.4312656104,      0.1267754445
       15403,      -6.909715343,     0.05994682511,       0.431265591,       0.126775438
       15404,      -6.909803052,     0.05994682472,      0.4312655715,      0.1267754315
       15405,      -6.909890758,     0.05994682432,      0.4312655521,       0.126775425
       15406,      -6.909978463,     0.05994682393,      0.4312655327,      0.1267754185
       15407,      -6.910066164,     0.05994682354,      0.4312655133,      0.1267754121
       15408,      -6.910153864,     0.05994682314,      0.4312654939,      0.1267754056
       15409,       -6.91024156,     0.05994682275,      0.4312654745,      0.1267753991
       15410,      -6.910329255,     0.05994682236,      0.4312654551,      0.1267753926
       15411,      -6.910416947,     0.05994682197,      0.4312654357,      0.1267753862
       15412,      -6.910504637,     0.05994682157,      0.4312654163,      0.1267753797
       15413,      -6.910592324,     0.05994682118,      0.4312653969,      0.1267753732
       15414,      -6.910680009,     0.05994682079,      0.4312653775,      0.1267753668
       15415,      -6.910767691,      0.0599468204,      0.4312653582,      0.1267753603
       15416,      -6.910855371,     0.05994682001,      0.4312653388,      0.1267753538
       15417,      -6.910943048,     0.05994681962,      0.4312653194,      0.1267753474
       15418,      -6.911030723,     0.05994681923,      0.4312653001,      0.1267753409
       15419,      -6.911118396,     0.05994681883,      0.4312652807,      0.1267753345
       15420,      -6.911206066,     0.05994681844,      0.4312652614,       0.126775328
       15421,      -6.911293734,     0.05994681805,       0.431265242,      0.1267753216
       15422,      -6.911381399,     0.05994681766,      0.4312652227,      0.1267753151
       15423,      -6.911469062,     0.05994681727,      0.4312652034,      0.1267753087
       15424,      -6.911556722,     0.05994681688,       0.431265184,      0.1267753022
       15425,       -6.91164438,     0.05994681649,      0.4312651647,      0.1267752958
       15426,      -6.911732036,      0.0599468161,      0.4312651454,      0.1267752893
       15427,      -6.911819689,     0.05994681571,      0.4312651261,      0.1267752829
       15428,       -6.91190734,     0.05994681532,      0.4312651068,      0.1267752764
       15429,      -6.911994988,     0.05994681493,      0.4312650875,        0.12677527
       15430,      -6.912082634,     0.05994681455,      0.4312650682,      0.1267752636
       15431,      -6.912170277,     0.05994681416,      0.4312650489,      0.1267752571
       15432,      -6.912257919,     0.05994681377,      0.4312650297,      0.1267752507
       15433,      -6.912345557,     0.05994681338,      0.4312650104,      0.1267752443
       15434,      -6.912433194,     0.05994681299,      0.4312649911,      0.1267752378
       15435,      -6.912520828,      0.0599468126,      0.4312649718,      0.1267752314
       15436,      -6.912608459,     0.05994681221,      0.4312649526,       0.126775225
       15437,      -6.912696088,     0.05994681183,      0.4312649333,      0.1267752186
       15438,      -6.912783715,     0.05994681144,      0.4312649141,      0.1267752122
       15439,       -6.91287134,     0.05994681105,      0.4312648948,      0.1267752057
       15440,      -6.912958962,     0.05994681066,      0.4312648756,      0.1267751993
       15441,      -6.913046582,     0.05994681028,      0.4312648564,      0.1267751929
       15442,        -6.9131342,     0.05994680989,      0.4312648371,      0.1267751865
       15443,      -6.913221815,      0.0599468095,      0.4312648179,      0.1267751801
       15444,      -6.913309428,     0.05994680911,      0.4312647987,      0.1267751737
       15445,      -6.913397039,     0.05994680873,      0.4312647795,      0.1267751673
       15446,      -6.913484648,     0.05994680834,      0.4312647603,      0.1267751608
       15447,      -6.913572254,     0.05994680795,      0.4312647411,      0.1267751544
       15448,      -6.913659858,     0.05994680757,      0.4312647219,       0.126775148
       15449,      -6.913747459,     0.05994680718,      0.4312647027,      0.1267751416
       15450,      -6.913835059,      0.0599468068,      0.4312646835,      0.1267751352
       15451,      -6.913922656,     0.05994680641,      0.4312646643,      0.1267751288
       15452,      -6.914010251,     0.05994680602,      0.4312646452,      0.1267751224
       15453,      -6.914097844,     0.05994680564,       0.431264626,       0.126775116
       15454,      -6.914185434,     0.05994680525,      0.4312646068,      0.1267751097
       15455,      -6.914273022,     0.05994680487,      0.4312645877,      0.1267751033
       15456,      -6.914360608,     0.05994680448,      0.4312645685,      0.1267750969
       15457,      -6.914448192,      0.0599468041,      0.4312645494,      0.1267750905
       15458,      -6.914535774,     0.05994680371,      0.4312645302,      0.1267750841
       15459,      -6.914623353,     0.05994680333,      0.4312645111,      0.1267750777
       15460,      -6.914710931,     0.05994680295,      0.4312644919,      0.1267750713
       15461,      -6.914798506,     0.05994680256,      0.4312644728,       0.126775065
       15462,      -6.914886079,     0.05994680218,      0.4312644537,      0.1267750586
       15463,       -6.91497365,     0.05994680179,      0.4312644346,      0.1267750522
       15464,      -6.915061219,     0.05994680141,      0.4312644155,      0.1267750458
       15465,      -6.915148786,     0.05994680103,      0.4312643964,      0.1267750395
       15466,      -6.915236351,     0.05994680064,      0.4312643773,      0.1267750331
       15467,      -6.915323914,     0.05994680026,      0.4312643582,      0.1267750267
       15468,      -6.915411475,     0.05994679988,      0.4312643391,      0.1267750203
       15469,      -6.915499033,     0.05994679949,        0.43126432,       0.126775014
       15470,       -6.91558659,     0.05994679911,      0.4312643009,      0.1267750076
       15471,      -6.915674145,     0.05994679873,      0.4312642818,      0.1267750013
       15472,      -6.915761697,     0.05994679835,      0.4312642628,      0.1267749949
       15473,      -6.915849248,     0.05994679796,      0.4312642437,      0.1267749885
       15474,      -6.915936796,     0.05994679758,      0.4312642246,      0.1267749822
       15475,      -6.916024343,      0.0599467972,      0.4312642056,      0.1267749758
       15476,      -6.916111888,     0.05994679682,      0.4312641865,      0.1267749695
       15477,       -6.91619943,     0.05994679644,      0.4312641675,      0.1267749631
       15478,      -6.916286971,     0.05994679606,      0.4312641484,      0.1267749568
       15479,       -6.91637451,     0.05994679567,      0.4312641294,      0.1267749504
       15480,      -6.916462046,     0.05994679529,      0.4312641104,      0.1267749441
       15481,      -6.916549581,     0.05994679491,      0.4312640914,      0.1267749377
       15482,      -6.916637114,     0.05994679453,      0.4312640723,      0.1267749314
       15483,      -6.916724645,     0.05994679415,      0.4312640533,       0.126774925
       15484,      -6.916812174,     0.05994679377,      0.4312640343,      0.1267749187
       15485,      -6.916899701,     0.05994679339,      0.4312640153,      0.1267749124
       15486,      -6.916987226,     0.05994679301,      0.4312639963,       0.126774906
       15487,      -6.917074749,     0.05994679263,      0.4312639773,      0.1267748997
       15488,      -6.917162271,     0.05994679225,      0.4312639583,      0.1267748934
       15489,       -6.91724979,     0.05994679187,      0.4312639394,       0.126774887
       15490,      -6.917337308,     0.05994679149,      0.4312639204,      0.1267748807
       15491,      -6.917424824,     0.05994679111,      0.4312639014,      0.1267748744
       15492,      -6.917512338,     0.05994679073,      0.4312638824,       0.126774868
       15493,       -6.91759985,     0.05994679035,      0.4312638635,      0.1267748617
       15494,      -6.917687361,     0.05994678997,      0.4312638445,      0.1267748554
       15495,      -6.917774869,      0.0599467896,      0.4312638256,      0.1267748491
       15496,      -6.917862376,     0.05994678922,      0.4312638066,      0.1267748428
       15497,      -6.917949882,     0.05994678884,      0.4312637877,      0.1267748364
       15498,      -6.918037385,     0.05994678846,      0.4312637687,      0.1267748301
       15499,      -6.918124887,     0.05994678808,      0.4312637498,      0.1267748238
       15500,      -6.918212387,      0.0599467877,      0.4312637309,      0.1267748175
       15501,      -6.918299886,     0.05994678733,       0.431263712,      0.1267748112
       15502,      -6.918387382,     0.05994678695,      0.4312636931,      0.1267748049
       15503,      -6.918474878,     0.05994678657,      0.4312636741,      0.1267747986
       15504,      -6.918562371,      0.0599467862,      0.4312636552,      0.1267747923
       15505,      -6.918649863,     0.05994678582,      0.4312636363,       0.126774786
       15506,      -6.918737353,     0.05994678544,      0.4312636174,      0.1267747797
       15507,      -6.918824842,     0.05994678506,      0.4312635986,      0.1267747734
       15508,      -6.918912329,     0.05994678469,      0.4312635797,      0.1267747671
       15509,      -6.918999815,     0.05994678431,      0.4312635608,      0.1267747608
       15510,      -6.919087299,     0.05994678394,      0.4312635419,      0.1267747545
       15511,      -6.919174781,     0.05994678356,       0.431263523,      0.1267747482
       15512,      -6.919262262,     0.05994678318,      0.4312635042,      0.1267747419
       15513,      -6.919349742,     0.05994678281,      0.4312634853,      0.1267747356
       15514,       -6.91943722,     0.05994678243,      0.4312634665,      0.1267747293
       15515,      -6.919524696,     0.05994678206,      0.4312634476,       0.126774723
       15516,      -6.919612171,     0.05994678168,      0.4312634288,      0.1267747168
       15517,      -6.919699645,     0.05994678131,      0.4312634099,      0.1267747105
       15518,      -6.919787117,     0.05994678093,      0.4312633911,      0.1267747042
       15519,      -6.919874588,     0.05994678056,      0.4312633723,      0.1267746979
       15520,      -6.919962057,     0.05994678018,      0.4312633535,      0.1267746916
       15521,      -6.920049526,     0.05994677981,      0.4312633346,      0.1267746854
       15522,      -6.920136992,     0.05994677944,      0.4312633158,      0.1267746791
       15523,      -6.920224458,     0.05994677906,       0.431263297,      0.1267746728
       15524,      -6.920311922,     0.05994677869,      0.4312632782,      0.1267746666
       15525,      -6.920399384,     0.05994677831,      0.4312632594,      0.1267746603
       15526,      -6.920486846,     0.05994677794,      0.4312632406,       0.126774654
       15527,      -6.920574306,     0.05994677757,      0.4312632218,      0.1267746478
       15528,      -6.920661765,      0.0599467772,      0.4312632031,      0.1267746415
       15529,      -6.920749222,     0.05994677682,      0.4312631843,      0.1267746352
       15530,      -6.920836679,     0.05994677645,      0.4312631655,       0.126774629
       15531,      -6.920924134,     0.05994677608,      0.4312631467,      0.1267746227
       15532,      -6.921011587,     0.05994677571,       0.431263128,      0.1267746165
       15533,       -6.92109904,     0.05994677533,      0.4312631092,      0.1267746102
       15534,      -6.921186492,     0.05994677496,      0.4312630905,      0.1267746039
       15535,      -6.921273942,     0.05994677459,      0.4312630717,      0.1267745977
       15536,      -6.921361391,     0.05994677422,       0.431263053,      0.1267745914
       15537,      -6.921448839,     0.05994677385,      0.4312630342,      0.1267745852
       15538,      -6.921536286,     0.05994677348,      0.4312630155,       0.126774579
       15539,      -6.921623732,      0.0599467731,      0.4312629968,      0.1267745727
       15540,      -6.921711176,     0.05994677273,      0.4312629781,      0.1267745665
       15541,       -6.92179862,     0.05994677236,      0.4312629593,      0.1267745602
       15542,      -6.921886062,     0.05994677199,      0.4312629406,       0.126774554
       15543,      -6.921973504,     0.05994677162,      0.4312629219,      0.1267745478
       15544,      -6.922060944,     0.05994677125,      0.4312629032,      0.1267745415
       15545,      -6.922148383,     0.05994677088,      0.4312628845,      0.1267745353
       15546,      -6.922235821,     0.05994677051,      0.4312628658,      0.1267745291
       15547,      -6.922323258,     0.05994677014,      0.4312628472,      0.1267745228
       15548,      -6.922410694,     0.05994676977,      0.4312628285,      0.1267745166
       15549,      -6.922498129,      0.0599467694,      0.4312628098,      0.1267745104
       15550,      -6.922585563,     0.05994676904,      0.4312627911,      0.1267745041
       15551,      -6.922672995,     0.05994676867,      0.4312627725,      0.1267744979
       15552,      -6.922760427,      0.0599467683,      0.4312627538,      0.1267744917
       15553,      -6.922847858,     0.05994676793,      0.4312627352,      0.1267744855
       15554,      -6.922935288,     0.05994676756,      0.4312627165,      0.1267744793
       15555,      -6.923022716,     0.05994676719,      0.4312626979,       0.126774473
       15556,      -6.923110144,     0.05994676683,      0.4312626792,      0.1267744668
       15557,      -6.923197571,     0.05994676646,      0.4312626606,      0.1267744606
       15558,      -6.923284996,     0.05994676609,       0.431262642,      0.1267744544
       15559,      -6.923372421,     0.05994676572,      0.4312626233,      0.1267744482
       15560,      -6.923459845,     0.05994676536,      0.4312626047,       0.126774442
       15561,      -6.923547267,     0.05994676499,      0.4312625861,      0.1267744358
       15562,      -6.923634689,     0.05994676462,      0.4312625675,      0.1267744296
       15563,       -6.92372211,     0.05994676426,      0.4312625489,      0.1267744234
       15564,      -6.923809529,     0.05994676389,      0.4312625303,      0.1267744172
       15565,      -6.923896948,     0.05994676352,      0.4312625117,       0.126774411
       15566,      -6.923984365,     0.05994676316,      0.4312624931,      0.1267744048
       15567,      -6.924071782,     0.05994676279,      0.4312624745,      0.1267743986
       15568,      -6.924159198,     0.05994676243,      0.4312624559,      0.1267743924
       15569,      -6.924246612,     0.05994676206,      0.4312624374,      0.1267743862
       15570,      -6.924334026,      0.0599467617,      0.4312624188,        0.12677438
       15571,      -6.924421439,     0.05994676133,      0.4312624002,      0.1267743738
       15572,       -6.92450885,     0.05994676097,      0.4312623817,      0.1267743676
       15573,      -6.924596261,      0.0599467606,      0.4312623631,      0.1267743615
       15574,      -6.924683671,     0.05994676024,      0.4312623446,      0.1267743553
       15575,      -6.924771079,     0.05994675987,       0.431262326,      0.1267743491
       15576,      -6.924858487,     0.05994675951,      0.4312623075,      0.1267743429
       15577,      -6.924945894,     0.05994675914,       0.431262289,      0.1267743367
       15578,      -6.925033299,     0.05994675878,      0.4312622704,      0.1267743306
       15579,      -6.925120704,     0.05994675842,      0.4312622519,      0.1267743244
       15580,      -6.925208108,     0.05994675805,      0.4312622334,      0.1267743182
       15581,       -6.92529551,     0.05994675769,      0.4312622149,       0.126774312
       15582,      -6.925382912,     0.05994675733,      0.4312621964,      0.1267743059
       15583,      -6.925470313,     0.05994675697,      0.4312621779,      0.1267742997
       15584,      -6.925557713,      0.0599467566,      0.4312621594,      0.1267742935
       15585,      -6.925645111,     0.05994675624,      0.4312621409,      0.1267742874
       15586,      -6.925732509,     0.05994675588,      0.4312621224,      0.1267742812
       15587,      -6.925819905,     0.05994675552,      0.4312621039,      0.1267742751
       15588,      -6.925907301,     0.05994675515,      0.4312620854,      0.1267742689
       15589,      -6.925994696,     0.05994675479,       0.431262067,      0.1267742627
       15590,      -6.926082089,     0.05994675443,      0.4312620485,      0.1267742566
       15591,      -6.926169482,     0.05994675407,        0.43126203,      0.1267742504
       15592,      -6.926256873,     0.05994675371,      0.4312620116,      0.1267742443
       15593,      -6.926344264,     0.05994675335,      0.4312619931,      0.1267742381
       15594,      -6.926431653,     0.05994675299,      0.4312619747,       0.126774232
       15595,      -6.926519041,     0.05994675263,      0.4312619562,      0.1267742258
       15596,      -6.926606429,     0.05994675227,      0.4312619378,      0.1267742197
       15597,      -6.926693815,     0.05994675191,      0.4312619194,      0.1267742136
       15598,        -6.9267812,     0.05994675155,      0.4312619009,      0.1267742074
       15599,      -6.926868584,     0.05994675119,      0.4312618825,      0.1267742013
       15600,      -6.926955967,     0.05994675083,      0.4312618641,      0.1267741951
       15601,      -6.927043349,     0.05994675047,      0.4312618457,       0.126774189
       15602,       -6.92713073,     0.05994675011,      0.4312618273,      0.1267741829
       15603,       -6.92721811,     0.05994674975,      0.4312618089,      0.1267741767
       15604,      -6.927305488,     0.05994674939,      0.4312617905,      0.1267741706
       15605,      -6.927392866,     0.05994674904,      0.4312617721,      0.1267741645
       15606,      -6.927480242,     0.05994674868,      0.4312617537,      0.1267741583
       15607,      -6.927567617,     0.05994674832,      0.4312617353,      0.1267741522
       15608,      -6.927654992,     0.05994674796,       0.431261717,      0.1267741461
       15609,      -6.927742365,      0.0599467476,      0.4312616986,        0.12677414
       15610,      -6.927829736,     0.05994674725,      0.4312616802,      0.1267741339
       15611,      -6.927917107,     0.05994674689,      0.4312616619,      0.1267741277
       15612,      -6.928004477,     0.05994674653,      0.4312616435,      0.1267741216
       15613,      -6.928091845,     0.05994674617,      0.4312616252,      0.1267741155
       15614,      -6.928179212,     0.05994674582,      0.4312616068,      0.1267741094
       15615,      -6.928266578,     0.05994674546,      0.4312615885,      0.1267741033
       15616,      -6.928353943,      0.0599467451,      0.4312615701,      0.1267740972
       15617,      -6.928441307,     0.05994674475,      0.4312615518,      0.1267740911
       15618,      -6.928528669,     0.05994674439,      0.4312615335,       0.126774085
       15619,       -6.92861603,     0.05994674404,      0.4312615152,      0.1267740789
       15620,       -6.92870339,     0.05994674368,      0.4312614968,      0.1267740728
       15621,      -6.928790749,     0.05994674333,      0.4312614785,      0.1267740667
       15622,      -6.928878106,     0.05994674297,      0.4312614602,      0.1267740606
       15623,      -6.928965462,     0.05994674262,      0.4312614419,      0.1267740545
       15624,      -6.929052817,     0.05994674226,      0.4312614236,      0.1267740484
       15625,      -6.929140171,     0.05994674191,      0.4312614054,      0.1267740423
       15626,      -6.929227523,     0.05994674155,      0.4312613871,      0.1267740362
       15627,      -6.929314874,      0.0599467412,      0.4312613688,      0.1267740301
       15628,      -6.929402224,     0.05994674084,      0.4312613505,       0.126774024
       15629,      -6.929489572,     0.05994674049,      0.4312613322,      0.1267740179
       15630,      -6.929576919,     0.05994674014,       0.431261314,      0.1267740118
       15631,      -6.929664265,     0.05994673978,      0.4312612957,      0.1267740057
       15632,      -6.929751609,     0.05994673943,      0.4312612775,      0.1267739997
       15633,      -6.929838952,     0.05994673908,      0.4312612592,      0.1267739936
       15634,      -6.929926294,     0.05994673872,       0.431261241,      0.1267739875
       15635,      -6.930013634,     0.05994673837,      0.4312612227,      0.1267739814
       15636,      -6.930100973,     0.05994673802,      0.4312612045,      0.1267739754
       15637,       -6.93018831,     0.05994673767,      0.4312611863,      0.1267739693
       15638,      -6.930275646,     0.05994673731,       0.431261168,      0.1267739632
       15639,      -6.930362981,     0.05994673696,      0.4312611498,      0.1267739571
       15640,      -6.930450314,     0.05994673661,      0.4312611316,      0.1267739511
       15641,      -6.930537645,     0.05994673626,      0.4312611134,       0.126773945
       15642,      -6.930624976,     0.05994673591,      0.4312610952,      0.1267739389
       15643,      -6.930712304,     0.05994673556,       0.431261077,      0.1267739329
       15644,      -6.930799632,     0.05994673521,      0.4312610588,      0.1267739268
       15645,      -6.930886957,     0.05994673485,      0.4312610406,      0.1267739208
       15646,      -6.930974282,      0.0599467345,      0.4312610224,      0.1267739147
       15647,      -6.931061604,     0.05994673415,      0.4312610043,      0.1267739086
       15648,      -6.931148925,      0.0599467338,      0.4312609861,      0.1267739026
       15649,      -6.931236245,     0.05994673345,      0.4312609679,      0.1267738965
       15650,      -6.931323563,      0.0599467331,      0.4312609498,      0.1267738905
       15651,       -6.93141088,     0.05994673275,      0.4312609316,      0.1267738844
       15652,      -6.931498195,      0.0599467324,      0.4312609134,      0.1267738784
       15653,      -6.931585508,     0.05994673205,      0.4312608953,      0.1267738723
       15654,       -6.93167282,     0.05994673171,      0.4312608771,      0.1267738663
       15655,       -6.93176013,     0.05994673136,       0.431260859,      0.1267738603
       15656,      -6.931847439,     0.05994673101,      0.4312608409,      0.1267738542
       15657,      -6.931934745,     0.05994673066,      0.4312608227,      0.1267738482
       15658,      -6.932022051,     0.05994673031,      0.4312608046,      0.1267738422
       15659,      -6.932109354,     0.05994672996,      0.4312607865,      0.1267738361
       15660,      -6.932196656,     0.05994672961,      0.4312607684,      0.1267738301
       15661,      -6.932283957,     0.05994672927,      0.4312607503,      0.1267738241
       15662,      -6.932371255,     0.05994672892,      0.4312607322,       0.126773818
       15663,      -6.932458552,     0.05994672857,      0.4312607141,       0.126773812
       15664,      -6.932545848,     0.05994672822,       0.431260696,       0.126773806
       15665,      -6.932633141,     0.05994672788,      0.4312606779,      0.1267737999
       15666,      -6.932720433,     0.05994672753,      0.4312606598,      0.1267737939
       15667,      -6.932807723,     0.05994672718,      0.4312606417,      0.1267737879
       15668,      -6.932895011,     0.05994672684,      0.4312606237,      0.1267737819
       15669,      -6.932982298,     0.05994672649,      0.4312606056,      0.1267737759
       15670,      -6.933069583,     0.05994672614,      0.4312605875,      0.1267737698
       15671,      -6.933156866,      0.0599467258,      0.4312605695,      0.1267737638
       15672,      -6.933244147,     0.05994672545,      0.4312605514,      0.1267737578
       15673,      -6.933331427,     0.05994672511,      0.4312605334,      0.1267737518
       15674,      -6.933418704,     0.05994672476,      0.4312605153,      0.1267737458
       15675,       -6.93350598,     0.05994672441,      0.4312604973,      0.1267737398
       15676,      -6.933593254,     0.05994672407,      0.4312604793,      0.1267737338
       15677,      -6.933680526,     0.05994672372,      0.4312604612,      0.1267737278
       15678,      -6.933767797,     0.05994672338,      0.4312604432,      0.1267737218
       15679,      -6.933855066,     0.05994672303,      0.4312604252,      0.1267737158
       15680,      -6.933942332,     0.05994672269,      0.4312604072,      0.1267737098
       15681,      -6.934029597,     0.05994672235,      0.4312603892,      0.1267737038
       15682,       -6.93411686,       0.059946722,      0.4312603712,      0.1267736978
       15683,      -6.934204121,     0.05994672166,      0.4312603532,      0.1267736918
       15684,      -6.934291381,     0.05994672131,      0.4312603352,      0.1267736858
       15685,      -6.934378638,     0.05994672097,      0.4312603172,      0.1267736798
       15686,      -6.934465894,     0.05994672063,      0.4312602992,      0.1267736738
       15687,      -6.934553147,     0.05994672028,      0.4312602812,      0.1267736678
       15688,      -6.934640399,     0.05994671994,      0.4312602632,      0.1267736619
       15689,      -6.934727649,      0.0599467196,      0.4312602453,      0.1267736559
       15690,      -6.934814897,     0.05994671926,      0.4312602273,      0.1267736499
       15691,      -6.934902143,     0.05994671891,      0.4312602094,      0.1267736439
       15692,      -6.934989387,     0.05994671857,      0.4312601914,      0.1267736379
       15693,      -6.935076629,     0.05994671823,      0.4312601735,       0.126773632
       15694,      -6.935163869,     0.05994671789,      0.4312601555,       0.126773626
       15695,      -6.935251107,     0.05994671754,      0.4312601376,        0.12677362
       15696,      -6.935338343,      0.0599467172,      0.4312601196,       0.126773614
       15697,      -6.935425578,     0.05994671686,      0.4312601017,      0.1267736081
       15698,       -6.93551281,     0.05994671652,      0.4312600838,      0.1267736021
       15699,       -6.93560004,     0.05994671618,      0.4312600659,      0.1267735961
       15700,      -6.935687269,     0.05994671584,       0.431260048,      0.1267735902
       15701,      -6.935774495,      0.0599467155,        0.43126003,      0.1267735842
       15702,       -6.93586172,     0.05994671516,      0.4312600121,      0.1267735783
       15703,      -6.935948942,     0.05994671481,      0.4312599942,      0.1267735723
       15704,      -6.936036163,     0.05994671447,      0.4312599763,      0.1267735663
       15705,      -6.936123381,     0.05994671413,      0.4312599585,      0.1267735604
       15706,      -6.936210598,     0.05994671379,      0.4312599406,      0.1267735544
       15707,      -6.936297812,     0.05994671345,      0.4312599227,      0.1267735485
       15708,      -6.936385025,     0.05994671311,      0.4312599048,      0.1267735425
       15709,      -6.936472235,     0.05994671277,      0.4312598869,      0.1267735366
       15710,      -6.936559443,     0.05994671244,      0.4312598691,      0.1267735306
       15711,       -6.93664665,      0.0599467121,      0.4312598512,      0.1267735247
       15712,      -6.936733854,     0.05994671176,      0.4312598334,      0.1267735187
       15713,      -6.936821057,     0.05994671142,      0.4312598155,      0.1267735128
       15714,      -6.936908257,     0.05994671108,      0.4312597977,      0.1267735069
       15715,      -6.936995455,     0.05994671074,      0.4312597798,      0.1267735009
       15716,      -6.937082652,      0.0599467104,       0.431259762,       0.126773495
       15717,      -6.937169846,     0.05994671006,      0.4312597442,       0.126773489
       15718,      -6.937257038,     0.05994670973,      0.4312597263,      0.1267734831
       15719,      -6.937344229,     0.05994670939,      0.4312597085,      0.1267734772
       15720,      -6.937431417,     0.05994670905,      0.4312596907,      0.1267734712
       15721,      -6.937518603,     0.05994670871,      0.4312596729,      0.1267734653
       15722,      -6.937605787,     0.05994670838,      0.4312596551,      0.1267734594
       15723,      -6.937692969,     0.05994670804,      0.4312596373,      0.1267734535
       15724,      -6.937780149,      0.0599467077,      0.4312596195,      0.1267734475
       15725,      -6.937867327,     0.05994670736,      0.4312596017,      0.1267734416
       15726,      -6.937954503,     0.05994670703,      0.4312595839,      0.1267734357
       15727,      -6.938041677,     0.05994670669,      0.4312595661,      0.1267734298
       15728,      -6.938128849,     0.05994670635,      0.4312595483,      0.1267734239
       15729,      -6.938216019,     0.05994670602,      0.4312595306,      0.1267734179
       15730,      -6.938303187,     0.05994670568,      0.4312595128,       0.126773412
       15731,      -6.938390353,     0.05994670535,       0.431259495,      0.1267734061
       15732,      -6.938477517,     0.05994670501,      0.4312594773,      0.1267734002
       15733,      -6.938564679,     0.05994670467,      0.4312594595,      0.1267733943
       15734,      -6.938651838,     0.05994670434,      0.4312594418,      0.1267733884
       15735,      -6.938738996,       0.059946704,       0.431259424,      0.1267733825
       15736,      -6.938826152,     0.05994670367,      0.4312594063,      0.1267733766
       15737,      -6.938913306,     0.05994670333,      0.4312593886,      0.1267733707
       15738,      -6.939000457,       0.059946703,      0.4312593708,      0.1267733648
       15739,      -6.939087607,     0.05994670266,      0.4312593531,      0.1267733589
       15740,      -6.939174754,     0.05994670233,      0.4312593354,       0.126773353
       15741,        -6.9392619,       0.059946702,      0.4312593177,      0.1267733471
       15742,      -6.939349044,     0.05994670166,         0.4312593,      0.1267733412
       15743,      -6.939436185,     0.05994670133,      0.4312592823,      0.1267733353
       15744,      -6.939523325,     0.05994670099,      0.4312592646,      0.1267733294
       15745,      -6.939610462,     0.05994670066,      0.4312592469,      0.1267733235
       15746,      -6.939697598,     0.05994670033,      0.4312592292,      0.1267733176
       15747,      -6.939784731,     0.05994669999,      0.4312592115,      0.1267733117
       15748,      -6.939871863,     0.05994669966,      0.4312591938,      0.1267733059
       15749,      -6.939958992,     0.05994669933,      0.4312591762,         0.1267733
       15750,       -6.94004612,     0.05994669899,      0.4312591585,      0.1267732941
       15751,      -6.940133245,     0.05994669866,      0.4312591408,      0.1267732882
       15752,      -6.940220369,     0.05994669833,      0.4312591232,      0.1267732823
       15753,      -6.940307491,       0.059946698,      0.4312591055,      0.1267732765
       15754,       -6.94039461,     0.05994669766,      0.4312590879,      0.1267732706
       15755,      -6.940481728,     0.05994669733,      0.4312590702,      0.1267732647
       15756,      -6.940568843,       0.059946697,      0.4312590526,      0.1267732588
       15757,      -6.940655957,     0.05994669667,      0.4312590349,       0.126773253
       15758,      -6.940743069,     0.05994669634,      0.4312590173,      0.1267732471
       15759,      -6.940830178,       0.059946696,      0.4312589997,      0.1267732412
       15760,      -6.940917286,     0.05994669567,      0.4312589821,      0.1267732354
       15761,      -6.941004392,     0.05994669534,      0.4312589644,      0.1267732295
       15762,      -6.941091496,     0.05994669501,      0.4312589468,      0.1267732237
       15763,      -6.941178598,     0.05994669468,      0.4312589292,      0.1267732178
       15764,      -6.941265698,     0.05994669435,      0.4312589116,      0.1267732119
       15765,      -6.941352796,     0.05994669402,       0.431258894,      0.1267732061
       15766,      -6.941439893,     0.05994669369,      0.4312588764,      0.1267732002
       15767,      -6.941526987,     0.05994669336,      0.4312588588,      0.1267731944
       15768,      -6.941614079,     0.05994669303,      0.4312588413,      0.1267731885
       15769,       -6.94170117,      0.0599466927,      0.4312588237,      0.1267731827
       15770,      -6.941788259,     0.05994669237,      0.4312588061,      0.1267731768
       15771,      -6.941875345,     0.05994669204,      0.4312587885,       0.126773171
       15772,       -6.94196243,     0.05994669171,       0.431258771,      0.1267731651
       15773,      -6.942049513,     0.05994669138,      0.4312587534,      0.1267731593
       15774,      -6.942136594,     0.05994669105,      0.4312587359,      0.1267731534
       15775,      -6.942223674,     0.05994669072,      0.4312587183,      0.1267731476
       15776,      -6.942310751,     0.05994669039,      0.4312587008,      0.1267731418
       15777,      -6.942397827,     0.05994669007,      0.4312586832,      0.1267731359
       15778,      -6.942484901,     0.05994668974,      0.4312586657,      0.1267731301
       15779,      -6.942571973,     0.05994668941,      0.4312586482,      0.1267731243
       15780,      -6.942659043,     0.05994668908,      0.4312586306,      0.1267731184
